TAXON	Woody	Perennial	Plant height	Petiole length	Leaf length	Leaf width	"Leaf shape"	"Inflorescence type"	"Sepal number"	Sepal length	Sepal width	"Sepal color"	"Sepal shape"	"Petal number"	Petal length	Petal width	"Petal color"	"Petal shape"	Stamen number	Stamen length	Style length	Seed length	"Flowering time"	Habitat	Elevation	Name source	Special characters	Notes	High missing	Presence %
Ribes_griffithii	0	0	<=450	<=11	5-9	6-12	circular, elliptic	racemes	(4-)5	2-3		pale green, red-purple	narrowly elliptic, oblong	(4-)5	1-2		pale yellow, reddish-green	spatulate, flabellate	(4-)5				spring, summer	Shady areas in evergreen, deciduous, and mixed forest; ravines	2800-4000	Original				0.782608696
Ribes_heterotrichum	0	0	100-150	0.5-1	1-3		suborbicular	racemes	(4-)5	2-2.5		purple, brownish-red	ovate	(4-)5				subflabellate	(4-)5				spring, summer	Thickets on rocky mountain slopes, ravines, streamsides	1200-2500	Original				0.652173913
Ribes_himalense	0	0	<=450	3-6	3.5-5	4.5-6.5	broadly ovate, suborbicular	racemes	(4-)5	2-3.5		pale green, greenish-pink, greenish-purple	obovate-spatulate, circular	(4-)5	1-1.5		yellowish-green, red-green	circular, flabellate	(4-)5				spring	Shrubby hillsides and ravines, open or dense woodland	1800-3400	Original				0.782608696
Ribes_hirtellum	0	0	50-150	0.7-1.5(-2)	1-2.5		roundish, rhombic	solitary, corymbs		3-4		greenish-white, purplish	broadly oblong		1.7-2.5		white, purple	spatulate-obovate		3.4-5	3-4.5		spring, summer	Rocky woods and cliffs, coastal thickets and heathlands, cedar and tamarack swamps, riverbottom forests, swales in sandhills, treed wetlands	0-2200	Original				0.695652174
Ribes_horridum	0	0	100	2.5-4	3.5-6.5	3.5-6.5	orbicular-cordate	racemes		2-3		yellow-white	flabellate, suborbicular		1.5		greenish-white, yellowish-green	flabellate	5	1	1.5	3.5	summer	In mountains	1500-2100	Original				0.826086957
Ribes_hudsonianum	0	0	50-200	(1-)2.7-9.5	2-12(-13.3)		reniform, orbiculate	racemes		3.4-7		white	triangular, ovate-lanceolate, oblong-elliptic		0.9-2		white, pinkish	oblong		0.9-2	2		spring, summer	Stream banks, moist woods, thickets at edges of mountain meadows, treed bogs, swamps, shaded rock outcrops, deciduous, mixed, and coniferous forests on moist to wet organic and mineral soils	300-3300	Original				0.695652174
Ribes_humile	0	0	<=100	0.5-1	1-2		suborbicular, ovate	racemes	(4-)5	1.5-2.5		purple	ovate	(4-)5				subflabellate, subobovate	(4-)5				spring, summer	Forests by roadsides, thickets on mountain slopes	1000-3300	Original				0.652173913
Ribes_indecorum	0	0	150-300	0.5-2.5	1-4		roundish, pentangular	racemes		1-2		white	oblong, ovate		0.5-1		white	flabellate, spatulate-obovate			3-4		winter, spring	Chaparral, coastal sage scrub	0-2000	Original				0.652173913
Ribes_inerme	0	0	100-300	(0.4-)1-5.5	2-8		broadly ovate	solitary, racemes		2.5-5		white, greenish, purplish, reddish	oblong-lanceolate, narrowly lanceolate		1-2.3		whitish, pinkish	cuneate-obovate, oblong			4.5-7		spring, summer	Stream banks, thickets, open or wooded mountain ridges	700-3300	Original				0.652173913
Ribes_komarovii	0	0	150-300	0.6-1.7	2-6	2-5	broadly ovate, suborbicular	racemes	(4-)5			green	ovate, narrowly ovate	(4-)5				obovate, subflabellate	(4-)5				spring, summer	Forests by roadsides, thickets, stony slopes	700-2100	Original				0.652173913
Ribes_laciniatum	0	0	100-300	1-2.5	2-5	1.8-4.5	broadly ovate, suborbicular	racemes	(4-)5	2-3.2		reddish, purplish-brown	lanceolate, narrowly oblong	(4-)5	0.5-0.6		purple	flabellate, subcuneate-orbicular	(4-)5				summer	Coniferous or broad-leaved forests on mountain slopes, thickets, grasslands, streamsides, mountain valleys	2700-4300	Original				0.782608696
Ribes_lacustre	0	0	100-200	0.7-5.5	1-7.8		pentagonal	racemes		1.5-3.5		cream, pale yellowish-green, dull reddish-brown	broadly ovate-oblong		1-1.5(-1.7)		pale yellowish-green, reddish	broadly flabellate, suborbicular			1.4-2		spring, summer	Moist woods, conifer swamps, stream banks, dry forest slopes, subalpine ridges, krummholtz	0-3400	Original				0.652173913
Ribes_laxiflorum	0	0	50-100(-700)	(1.5-)2.5-5.5(-8)	(2.5-)4-12		orbiculate	racemes		2.4-4		greenish-white, deep red, purplish	deltate-ovate, oblong-ovate		0.9-1.6		pinkish, reddish, purplish, greenish	reniform			1.4-1.8		spring, summer	Moist woods, stream banks, forest edges, clearings, avalanche tracks	0-2600	Original				0.652173913
Ribes_lobbii	0	0	50-100(-150)	1-4	1.5-2.5		round-ovate	solitary, racemes		10-13		bright red	narrowly oblong		4-5(-7)		white, pinkish	broadly flabelliform		8-10(-14)	8-14		spring, summer	Montane and subalpine forests	100-2200	Original				0.695652174
Ribes_longeracemosum	0	0	200-300	4.5-8(-10)	5-12		ovate	racemes	(4-)5	2-3		green, purple, red	oblong, subligulate	(4-)5	1-1.5			subflabellate	(4-)5				spring	Forests or thickets on mountain slopes or in valleys, mixed forests in gullies	1700-3800	Original				0.695652174
Ribes_magellanicum	0	0			2-3		ovate-orbicular	racemes				red														Original				0.260869565
Ribes_malvaceum	0	0	100-200	1-5	2-6		roundish	racemes		(1.5-)4-6		pink, purple	obovate		2-3		pink, white	oblong-elliptic			6-7		fall, winter, spring	Chaparral, oak woodlands	0-1500	Original				0.652173913
Ribes_mandshuricum	0	0	100-300	4-7	5-10			racemes	(4-)5	2-3		greenish	obovate-ligulate, ligulate	(4-)5	1-1.5		yellowish-green	subspatulate	(4-)5				spring, summer	Coniferous or mixed forests or thickets on mountain slopes or in valleys	300-1800	Original				0.695652174
Ribes_maximowiczianum	0	0	<=200	0.7-1		2.5-5	triangular-ovate	racemose	5	1.5		yellowish-brown	broadly ovate			0.5		spatulate	5	0.5		2.5	spring	Rare in upper part of temperate zone to subalpine zone	900-2700	Original	dioecious			0.739130435
Ribes_maximowiczii	0	0	200-300	3-4	6-10	4.5-9	broadly ovate	racemes	(4-)5	3		yellowish-green, red	ovate-orbicular, obovate	(4-)5	1			subflabellate	(4-)5				summer	Forests or thickets in mountain valleys	2500-3000	Original				0.739130435
Ribes_menziesii	0	0	100-200	1-2.5	1.5-2.5		broadly ovate	solitary, racemes		7-11		reddish-purple, greenish-purple	oblong-lanceolate		3-4		white, pinkish, yellow	broadly flabellate-cuneate		4.5-7.2	6-8		winter, spring	Ravines, wooded canyon slopes	0-1800	Original				0.695652174
Ribes_meyeri	0	0	100-200	2.5-5	3-7		suborbicular	racemes	(4-)5	2.5-3.5		purple, brownish	spatulate, obovate	(4-)5	1-1.5			narrowly cuneate, linear	(4-)5				spring, summer	Coniferous forests on river banks, open forests on mountain slopes, thickets on roadsides	1400-3900	Original				0.695652174
Ribes_microphyllum	0	0	100-800	0.3-2.5	0.7-1.8(-2.6)	1-2.3(-3.5)	broadly ovate, suborbicular	solitary, racemes		4-6.5	1-3	white			4.5-6	1-2	yellowish-white, green	obovate, spatulate	5	3-5					2900-3700	Original				0.739130435
Ribes_missouriense	0	0	130-200	0.7-2	1.7-3		roundish	solitary, corymbs		5-7		pale green, white	linear-oblong		2-3.5		pale green, white, pinkish	cuneate-obovate		6-17.5	10-14		spring, summer	Upland woods, thickets, prairie ravines, pastures	0-600	Original				0.695652174
Ribes_montigenum	0	0	70-150	0.7-4(-5)	(0.5-)1-3.5(-4)		pentagonal	racemes		2.5-4		green, yellowish, pink, red, orange, white, pale yellow	broadly ovate, obovate		0.9-1.5		red, pinkish, purplish	cuneate-lunate		0.9-1.5	1.1-1.8		summer	Exposed ridges, open woods and slopes, talus	1300-4800	Original				0.695652174
Ribes_moupinense	0	0	200-300(-500)	3-9	5-9		ovate, broadly triangular-ovate	racemes	(4-)5	2-3.5		green, reddish	ovate, ligulate	(4-)5	1-1.8			obtriangular-flabellate	(4-)5				spring, summer	Mixed forests on mountain slopes, forests in valleys, rocky slopes	1400-4700	Original				0.695652174
Ribes_multiflorum	0	0	150-200	3-5(-8)	5-10	10	suborbicular	racemes	(4-)5	1.5-2.5		yellowish-green	ligulate, obovate-ligulate	(4-)5	1-1.5			subspatulate, obovate	(4-)5				spring			Original				0.739130435
Ribes_nevadense	0	0	100-200	1-4	3-8		roundish	racemes		4-5		bright pink, deep rose-red	obovate, oblong		2-3		white	obovate			4		spring, summer	Forest margins	600-3100	Original				0.652173913
Ribes_nigrum	0	0	100-200	1-4	<=8.5	<=10	reniform	racemes	5	5-7		greenish, pinkish, purplish	oblong	5	1.5-3		whitish	bluntly deltate	5		3		spring, summer	Wet meadows, disturbed streamsides, anthropogenic habitats	100-300	Original				0.826086957
Ribes_niveum	0	0	50-300	0.5-4(-6)	0.8-5		broadly reniform, broadly ovate	solitary, racemes		5-8		white, pinkish	narrowly oblong, narrowly oblanceolate		1.7-3.2		white, pinkish	oblong, cuneate-obovate		4.3-9.6	8-14		spring, summer	Thickets along streams, open hillsides	400-2400	Original				0.695652174
Ribes_odoratum	0	0	100-200	(0.5-)1-2	2-5		obovate, orbicular-reniform	racemes	(4-)5	5-7		yellow	oblong, spatulate	(4-)5	2.5-3.5		pinkish	subspatulate, broadly obovate	(4-)5		11-14		spring	Cultivated as an ornamental		Original				0.782608696
Ribes_orientale	0	0	100-200	<=2	1-3.5	2.5-3.5	broadly ovate, circular, reniform	racemes	5	2-2.5		pink, red, purple-brown	ovate, oblong	5	0.5-1			spatulate	5				spring, summer	Cliffs amongst scrub, etc., shrubby and open areas, roadsides and cliffs, often sandy soils	3600-4200	Original	dioecious, rarely bisexual			0.739130435
Ribes_oxyacanthoides	0	0	30-200	(0.4-)1-4	0.7-3.5		roundish, reniform	solitary, racemes		2.5-5.5		greenish-yellow	broadly oblong-ovate, narrowly oblong-ovate		1-3.5		white	obovate, oblong-obovate			5.5-8		spring, summer	Rock outcrops, gravelly streamsides and lakeshores, open forests, rocky slopes, sandy islands, raised beach ridges, coastal sand dunes	200-1900	Original				0.652173913
Ribes_petraeum	0	0	100-300		15	15		racemes	5				orbicular-spatulate	5					10					mountains		Original				0.434782609
Ribes_punctatum	0	0		0.5-1.5	1.5-5		ovate, ovate-oblong, suborbicular	racemes																		Original				0.260869565
Ribes_roezlii	0	0	50-120	0.6-1.8	1.2-2.5		roundish	solitary, racemes		7-10		maroon	lanceolate		3-5		white	oblong		4.5-10	9-11		spring, summer	Forests, chaparral, woodlands	200-2900	Original				0.695652174
Ribes_rotundifolium	0	0	70-150	0.8-2	1.5-5		obovate, rotund	solitary, racemes		3.5-5		greenish-red	oblanceolate		2-2.5		cream, greenish, reddish	spatulate-obovate		5-10	6-8		spring, summer	Rich woods, rocky slopes, boulderfields, heath and grassy balds	0-2100	Original				0.695652174
Ribes_rubrisepalum	0	0	100-300	1.5-2.5	2.5-4.5		broadly ovate, suborbicular	racemes	(4-)5	2-2.5		dark-red, purple	ligulate, ovate	(4-)5	1			subflabellate	(4-)5				spring	Mixed forests on mountain slopes, coniferous forest margins, streamsides	2200-4100	Original				0.695652174
Ribes_rubrum	0	0	100-150	2-4.5	3-8	7	broadly ovate, cordate-reniform	racemes	5	2.5		greenish, greenish-brown	broadly obovate, orbicular-spatulate	5	0.6		purplish	spatulate	5			3.5	spring	Mesic habitats in disturbed woods, thickets, roadsides, old homesteads, garden neighborhoods, tamarack swamps	0-2200	Original				0.826086957
Ribes_sanguineum	0	0	100-400	2-7	2-7		broadly reniform, cordate-orbiculate, deltate-ovate	racemes		4-5		red	ovate-elliptic, oblong, oblanceolate		1-3.5		white, red	obovate-spatulate			4-6		winter, spring, summer	Open forests, rocky slopes, clearings, roadsides, wooded valleys and mountains	1300-2400	Original				0.652173913
Ribes_sinanense	0	0	150	1.5-4.5	(1.5-)2-3.5	(1.5-)2-3.5	orbicular-pentagonal, broadly ovate, broadly obovate	racemes	5	5-7		greenish-white	broadly linear		5			broadly linear	5	6-7	7-9	2.5	spring, summer	On rocks or rocky places in mountains in upper temperate zone		Original				0.826086957
Ribes_soulieanum	0	0	100-200	4-6	4-7	4.5-8	suborbicular	racemes	(4-)5	2-3.5		purple	ovate-ligulate	(4-)5	1-2		red	subreniform, reniform-orbicular	(4-)5				spring	Forest margins, foothills	<=3000	Original				0.782608696
Ribes_speciosum	0	0	50-300	0.5-2	1-3.5		roundish	solitary, racemes	4	6-10		red	lorate	4	6-10		red	oblong		12-40	15-45		fall, winter, spring, summer	Coastal-sage scrub, chaparral	0-600	Original				0.782608696
Ribes_spicatum	0	0	100-150					racemes	5				orbicular-spatulate	5					5							Original				0.347826087
Ribes_stenocarpum	0	0	100-200(-300)	(1-)2-3	2-3	2.5-4	broadly ovate, suborbicular	racemes	(4-)5	5-7		green, greenish-brown	ligulate, oblong	(4-)5	4-6		white	oblong, ligulate	(4-)5				spring, summer	Coniferous or mixed forests, thickets on mountain slopes, ravines	2300-3300	Original				0.782608696
Ribes_takare	0	0	100-300	3-5	5-9	4-9	broadly ovate, suborbicular	racemes	(4-)5	2-3		reddish-brown	ligulate, oblong	(4-)5				subflabellate, cuneate-orbicular	(4-)5				spring	Forests or thickets on slopes, river banks in mountain valleys	1400-3300	Original				0.695652174
Ribes_tenue	0	0	100-400	1-3	2-5.5	2-4	narrowly ovate, suborbicular	racemes	(4-)5	2-3.5		reddish-brown	ligulate, ovate	(4-)5	1		dark red	cuneate-spatulate, subobovate	(4-)5				spring, summer	Coniferous forests on mountain slopes, thickets in grasslands	2200-4200	Original				0.782608696
Ribes_thacherianum	0	0	100-250	1-2	2-3		oblong, roundish	solitary, racemes		9-10		pinkish	lanceolate		4-6		white	oblong		5.2-7.8	9-11		fall, winter, spring, summer	Ravines in pine forests	0-700	Original				0.695652174
Ribes_triste	0	0	100	3-6	2-6	2.5-9	orbicular-pentagonal	racemes	5	1.5-2.5		purple, reddish, yellow-green	broadly obovate, flabellate	5	0.7		red, purple	obovate	5			3.5	spring, summer	On rocks or in rocky places in forests and along streams in mountains	0-1200	Original				0.826086957
Ribes_uva-crispa	0	0	100-150	1-3	(1.7-)2-5	(1.7-)2-6.5	orbicular-pentagonal, broadly ovate, suborbicular	solitary, racemes	5	4-7		greenish-white, pinkish-green	broadly ovate, oblong	5	2		white	spatulate, narrowly obovate	5	2.5-3	6	2.5	spring, summer	Thickets, fields, roadsides, other anthropogenic habitats	0-2500	Original				0.913043478
Ribes_valdivianum	0	0			3.4		suborbicular	racemes																		Original				0.217391304
Ribes_velutinum	0	0	50-200	0.2-1.5(-3.3)	0.5-2		suborbiculate, cordate, reniform	solitary, racemes		1-2		yellow, pinkish	oblong		1.5-2.5		white, yellowish	elliptic-oblanceolate, oblong-obovate, spatulate			3		spring, summer	Sagebrush scrub, pinyon-juniper woodland, yellow pine forests	300-3500	Original				0.652173913
Ribes_viburnifolium	0	0	50-100	0.3-1	2-4		ovate, obovate	racemes		2-3		reddish	triangular, broadly deltate-ovate		2		reddish-brown	oblong, oblong-obovate			1		winter, spring	Chaparral	30-600	Original				0.652173913
Ribes_vilmorinii	0	0	100-300	1-2	2-4		ovate, suborbicular	racemes	(4-)5	2-2.5		green	suboblong, broadly ovate	(4-)5	1.5			flabellate, suborbicular	(4-)5				spring, summer	Coniferous and mixed forests on mountain slopes, thickets in mountain valleys	1600-3900	Original				0.695652174
Ribes_viscosissimum	0	0	100-200	(0.8-)1-5(-10)	(1-)2.6-6.5(-8.5)		suborbiculate, reniform	racemes		(3.5-)4-7		whitish-green, pinkish, purple	lanceolate-elliptic		2.5-4		white, cream	obovate-spatulate			6-9.5		spring, summer	Along creeks, open to heavily timbered slopes, sagebrush	900-3100	Original				0.652173913
Ribes_watsonianum	0	0	100-200	2-4	2-5		broadly triangular	solitary, racemes		5.5-9		cream, pink	narrowly oblong		3.5-4		white, pinkish	oblong			6		spring, summer	Canyons, ridges	1300-2200	Original				0.652173913
Ribes_wolfii	0	0	100-500	(1-)1.7-4.5(-6)	2-6(-7.5)		rectangular	racemes		(2-)3.3-4.1		greenish, pinkish	lanceolate, elliptic-lanceolate		0.9-1.5		cream, yellowish-green, pinkish	obovate, flabellate-cuneate			1-2		spring, summer	Moist woods and meadows	1600-3800	Original				0.652173913
Rodgersia_aesculifolia	1	0	0.8-1.2	15-40	7.5-30	2.7-12	obovate, oblanceolate		(4)5(6)	1.5-2	1.8		subtriangular							1.2-2.6	0.8-1	1.8-2	spring, summer, fall	forests, forest margins, scrub, meadows, rock clefts, alpine meadows	1100-3800	Original				0.652173913
Rodgersia_nepalensis	1	0	100-150(-200)	0-1	12-40	4-12	oblong-elliptic	paniculate cymes	5	3.5-5	2-2.5		triangular	0					10	5-8			summer	Mixed temperate broadleaf and coniferous woodland with Abies, Tsuga, Rhododendron, Pieris and bamboos, often in moist, humus-rich soil growing amongst shrubs and other tall herbs.	2500-3400	Original				0.695652174
Rodgersia_pinnata	1	0	25-150	3.5-32.5	6.5-32	2.7-12.5	elliptic, oblong, narrowly obovate		5	2-2.7	2		subovate						10	2.8-4			summer	forests, forest margins, scrub, shaded grassy slopes, alpine meadows, rock clefts	2000-3800	Original				0.608695652
Rodgersia_podophylla	1	0			<=40	<=30	obovate	panicles	(4-)5-7(-8)	2-4		greenish-white, white	narrowly ovate						8-15	3-4	2-4(-6)	2	summer	Shady, damp slopes in forests in mountains		Original				0.652173913
Rodgersia_sambucifolia	1	0	80-120	3.4-28	5.6-20	1.7-9	oblong, obovate, lanceolate	panicles	5	2	1.5-1.8		subovate	0						3			spring, summer, fall	Forests, scrub, meadows, rock clefts	1800-3700	Original				0.652173913
Rosularia_adenotricha	1	0			<=1.8		oblong-spatulate, spatulate	thyrses									pale pink, dirty white, white								600-3500	Original				0.260869565
Rosularia_alpestris	1	0		0			linear-oblong, obovate, oblong, narrowly ovoid	corymbiform panicles, cymose-corymbiform, paniculate-corymbiform, spicate-paniculate									white, pale pinkish, dark purplish	ovate							1800-4800	Original				0.304347826
Rosularia_chrysantha	1	0					oblong, narrowly elliptic	panicles									ivory-white, pale yellow, pale reddish								1400-2500	Original				0.217391304
Rosularia_glabra	1	0			1.7-4.5		oblong-truncate, spatulate	panicles							4.5-5.8		brownish-green, greenish-white								1100-2300	Original				0.304347826
Rosularia_globulariifolia	1	0			1.5-5		oblong-spatulate	panicles							5-7.5		whitish, ivory, pale pink							on limestone	<=1400	Original				0.304347826
Rosularia_libanotica	1	0			1.8-6		oblong-truncate, spatulate	paniculate thyrses									pale pink								<=2000	Original				0.260869565
Rosularia_lineata	1	0					elongate-spatulate	thyrses									pink									Original				0.217391304
Rosularia_marnieri	1	0					oblong, slender ovoid	corymbiform panicles									white, pale pinkish	ovate							3000-4800	Original				0.260869565
Rosularia_modesta	1	0			0.8-2.5	0.1-0.3	linear-oblong, broadly spatulate, linear-spatulate	racemose thyrses									dirty whitish, pinkish								750-3000	Original				0.304347826
Rosularia_pallida	1	0					oblong, narrowly elliptic, spatulate	thyrses							7-8		dark sulfur-yellow, golden-yellow									Original				0.260869565
Rosularia_platyphylla	1	0	5-10	0	1-6.5	0.4-0.5	broadly linear, oblong, linear	thyrses, corymbs		3			ovate		5-7		whitish		10				summer	terraces in valleys, slopes in ravines	2200-2800	Original				0.608695652
Rosularia_rosulata	1	0			0.7-1.8		spatulate	panicles, thyrses							3.7-4		white, ivory								1700-3000	Original				0.304347826
Rosularia_serrata	1	0			2-3	0.5-0.8	oblong-spatulate										purplish-red	lanceolate								Original				0.304347826
Saniculiphyllum_guanxiense	1	0	11-18	7.5-8.8	6-8.3	6.6-8.6	reniform-cordate, ovate-cordate	cymes	5	1.3-2.1			reniform	5	2.5	2.3	green	subrhomboid	5				spring	Shaded scrub on the side of ravines	600-1300	Original				0.782608696
Saxifraga_adscendens	1	0,1	4-25	0	(0.2-)0.4-1.5		oblanceolate, obovate, cuneate	thyrses		2		red-purple	ovate, triangular, oblong		(2-)3-6		white, yellow, pink, yellowish	obovate				0.35-0.45	summer	Moist, often shaded cliff ledges, screes, talus slopes, gravelly stream banks, gravelly alpine meadows, mainly in the mountains	1200-4200	Original				0.652173913
Saxifraga_afghanica	1	0	0.8-2.5	0	0.35-0.7	0.1-0.2	lanceolate-oblong	cymes, solitary	5	2-3	1-1.4	purple	oblong, sublanceolate	5	5	2.5-3.3	pink	obovate	10	3-3.5	1.5-2.2		summer	Alpine rock crevices	4200-4500	Original				0.956521739
Saxifraga_aizoides	1	0	<=25	0	0.3-2.5	0.15-0.4	linear, narrowly oblong, linear-oblong	cymes, thyrses, solitary		2.5-4			triangular		3-7	1.5-3	yellow, orange, red, spots-orange, bright yellow, spots-red, dark red	elliptic			2	0.9	spring, summer, fall	Rocky, often calcareous seepage areas, stream banks, silty flats, gravel bars and beach ridges, crevices, arctic tundra, enriched sites, damp places, mountains	0-2000(-3000)	Original				0.739130435
Saxifraga_aleutica	1	0	0.5-2	0	0.3-0.6		oblanceolate, spatulate	solitary					oblong, ovate, triangular		2-3		greenish-yellow	elliptic, narrowly obovate					summer	Gravelly areas, hills and mountain tops	200-1200	Original				0.52173913
Saxifraga_alpigena	1	0		0	0.1-0.25	0.1-0.2	ovate, obovate	solitary		2			ovate		6	4	white	orbicular	8	1.7-2.7	1		summer	Rocky hillsides and river shingles	3400-4200	Original				0.739130435
Saxifraga_amabilis	1	0	3-5	0	0.4-0.5	0.15-0.22(-0.25)	oblanceolate-ovate, oblanceolate, narrowly ovate	solitary		4-5	2-2.5		oblong, oblong-spatulate		5-6.5	3-4	yellow, spots-orange			3-3.5	1		summer, fall	Alpine	4000-4600	Original				0.739130435
Saxifraga_andersonii	1		2.5-9	0	0.3-1	0.1-0.26	obovate, oblong, oblanceolate-linear	cymes, solitary		1.5-3	1-2		ovate, broadly ovate		1.3-5	1.2-3.2	white, pink	obovate, broadly obovate		3-3.8	0.2-2.4		summer	Alpine meadows, rock crevices	4100-4700	Original				0.739130435
