TAXON	Woody	Perennial	Plant height	Petiole length	Leaf length	Leaf width	"Leaf shape"	"Inflorescence type"	"Sepal number"	Sepal length	Sepal width	"Sepal color"	"Sepal shape"	"Petal number"	Petal length	Petal width	"Petal color"	"Petal shape"	Stamen number	Stamen length	Style length	Seed length	"Flowering time"	Habitat	Elevation	Name source	Special characters	Notes	High missing	Presence %
Rhodiola_alsia	1	0	<=20		0.8-1.8	0.2-0.3	linear, narrowly elliptic	cymose	4-5	2.4-3.5		reddish	triangular-lanceolate	4-5	5-6.8		reddish	narrowly oblong-oblanceolate, narrowly oblong, linear	10	7	1	3.3-3.5	summer	Rhododendron forests, rocky slopes	3400-4800	Original				0.869565217
Rhodiola_alterna	1	0	9.5-14(-21)		1.5-2.2 	0.8-1.1 	oblong, obovate-oblong, obovate, triangular	corymbiform	5	4-5	1		linear-lanceolate	5	6-7	4	reddish, white	oblong-ovate	10	3-6	1		summer, fall	Forests, forest margins, rock crevices in scrub or on sunny slopes, moss-covered rocks, riversides	3800-4600	Original				0.869565217
Rhodiola_amabilis	1	0	<=10		0.6-1.2	0.08-0.15	linear, linear-lanceolate			4-5			triangular-lanceolate		5-7.5		white, pink	narrowly elliptic			1.5		summer, fall			Original				0.565217391
Rhodiola_angusta	1	0	<=14		0.7-1.6	0.2-0.4	linear, linear-elliptic	corymbiform	4	2-4			linear	4	4.5-5.5	1	creamy-yellow	narrowly spatulate, linear, linear-subulate	8	4-6	(0.8-)1-1.2	2.5-2.7	summer	alpine grasslands, rocks	1700-2600	Original				0.869565217
Rhodiola_atropurpurea	1	0	5-30		0.5-2(-3)	0.2-1.3	oblanceolate, oblong-obovate								2.4-4(-4.3)		purplish-red, crimson	narrowly spatulate, linear-subulate			0.7-1	1.4-2.3	spring, summer			Original				0.52173913
Rhodiola_atsaensis	1	0	<=10		1.2-2.4	0.25-0.4	spatulate	corymbiform	4	4			broadly lanceolate	4	2-7		reddish	spatulate	8			3-3.2	summer	Scree slopes	4500-4900	Original				0.739130435
Rhodiola_atuntsuensis	1	0	4-12		0.4-0.8	0.16-0.3	narrowly obovate, oblong	corymbiform	4-5	1.5-6.5			linear, lanceolate, broadly oblong	4-5	2.8-4.5		creamy, pale pink	narrowly oblong, oblong	8-10			1.5	summer	Forests, glacial valleys, granitic rocks, gravelly or limestone areas	3100-5000	Original				0.739130435
Rhodiola_brevipetiolata	1	0	4-12		0.4-0.8	0.16-0.3	narrowly obovate, oblong	corymbiform	4-5	1.5-6.5			linear, lanceolate, broadly oblong	4-5	2.8-4.5		creamy, pale pink	narrowly oblong, oblong	8-10			1.5	summer	Forests, glacial valleys, granitic rocks, gravelly or limestone areas	3100-5000	Original				0.739130435
Rhodiola_bupleuroides	1	0	15-50		1-6	0.4-4.5	narrowly ovate, ovate, obovate	corymbiform	5	1-5	0.3-1.2	purplish-red	narrowly oblong, oblong-ovate, narrowly triangular	5	2.8-4		dark purplish-red	obovate, lanceolate, narrowly oblong, narrowly oblong-ovate	10		<=0.3	1.8-2.5	summer	Thickets, grassy places, rock crevices on slopes	2400-5700	Original				0.869565217
Rhodiola_calliantha	1	0	<=28	0.2-0.3	2-4.3	0.5-2	narrowly rhombic-ovate, elliptic	corymbs	5	1.2-0.6			triangular, ovate-triangular	5	3-4.5 	0.8-1.5	purple	oblanceolate, obovate, elliptic	10	1-1.5			summer	Rocks on shady slopes	3600	Original				0.826086957
Rhodiola_chrysanthemifolia	1	0	5-25	0.5-0.8	1.5-8	0.2-2.3	ovate, oblong-obovate	corymbiform	5	4	0.6-1		linear, triangular-linear, narrowly triangular-ovate	5	6-7.5	1.1-1.3	white, pale greenish	narrowly oblong-lanceolate	10	5-6.5	2		summer, fall	Grasslands, rocks, rock crevices	3200-4200	Original				0.913043478
Rhodiola_coccinea	1	0	1-5		0.3-0.7	0.06-0.12	linear, linear-elliptic	corymbiform	4	1.5-4		red	oblong	4	2.5-3.5		red, yellow	oblong-obovate, narrowly oblong-ovate		>=2.5		1.6-1.8	summer	Alpine regions, stony soils, rocks	2600-4900	Original				0.782608696
Rhodiola_crenulata	1	0	<=21	0.08-0.2	1-3.3	0.55-1.7	widely elliptic, elliptic, oblong-elliptic	corymbiform	5	2-3.5			narrowly triangular, lanceolate, oblong	5	4.5-7	1-1.5	bright crimson, reddish-purple	oblong-ovate, obovate, angularly obovate	10	(5-)6-7.5		2-2.3	summer, fall	Thickets, grassland slopes, schist on mountain slopes, rocky places, rock crevices	2800-5600	Original				0.869565217
Rhodiola_cretinii	1	0	<=12		0.7-1.4	0.15-0.28	linear, very narrowly elliptic, linear-oblanceolate	corymbiform	5	3-4.5			linear, subulate	5	3.5-6 	1-1.5	green, yellowish-white	narrowly elliptic, linear-oblanceolate	10	4-7		1.6-1.9	summer		3700-4100	Original				0.826086957
Rhodiola_discolor	1	0	<=25	0.1	0.9-2.5	0.2-0.4	linear-ovate, narrowly oblong-elliptic	corymbiform	4-5	1-2.5 	0.5-1		narrowly triangular	4-5	3-6	1-1.3	dark purplish-red, deep purple	oblong-elliptic, oblong-lanceolate, oblong	8-10	1.5-2	0.6	2.5-3	summer	Forests, grassy slopes, rocky cliffs	2800-4300	Original				0.956521739
Rhodiola_dumulosa	1	0	<=15		1-1.6 (-2.2)	0.15-0.25	linear, linear-lanceolate, linear-elliptic	cymose	5	4	0.7-0.9		linear-lanceolate	5	8-11	2.3-2.8	greenish-white, creamy	oblong, oblanceolate, narrowly obovate	10	3-7		1.2	summer	Rocks on slopes	1600-4100	Original				0.869565217
Rhodiola_eurycarpa	1	0	<=50		2-4.5	0.4-1.1	obtrullate, linear-oblanceolate	corymbiform	5	4-5			linear, narrowly linear	5	3.2-5.5		pale yellowish-green	elliptic, subulate	10	6-8	2	1.3-2.5	summer	Rocks on slopes	2900-4300	Original				0.826086957
Rhodiola_fastigiata	1	0	6-13		0.8-1.2	0.12-0.15	linear-lanceolate, linear-oblanceolate, lanceolate	corymbiform	(4-)5	3			linear, narrowly triangular	(4-)5	3.5-6		creamy-white, yellow, often reddish	narrowly elliptic, linear-lanceolate, narrowly oblong	8(-10)	5	1	1.5-2.5	summer	Rocky slopes	3500-5400	Original				0.826086957
Rhodiola_forrestii	1	0	30-100		1.9-4.4	0.4-1.1	narrowly oblong, linear	cymose-paniculate	5	3	0.6-1.2		linear-subulate, triangular	5	0.6-3.2		yellow-green	linear-obovate, oblanceolate, triangular, narrowly triangular	10		0.5	1.8	summer	Slopes	2900-4000	Original				0.826086957
Rhodiola_gannanica	1	0	<=14		0.5-1	0.1-0.2	linear, linear-lanceolate	cymose, corymbiform	4(-5)	2	1-1.2		triangular-linear	4(-5)	3-5		pinkish	linear-lanceolate			<=1		summer	rock crevices in alpine areas	2100-4700	Original				0.739130435
Rhodiola_gelida	1	0	3-10		0.6-1	0.23-0.4	oblong, narrowly ovate		4	3			linear-lanceolate, oblong	4	1.8-4		yellow	oblong, oblong-ovate, narrowly oblong	8	4-5			summer	Grassland slopes, rocks	2800-4200	Original				0.695652174
Rhodiola_henryi	1	0	30-100		2-14	1.2-6.8	ovate, oblong-ovate, rhombic-ovate	cymose-paniculate		0.6-1.2			linear-subulate, triangular		0.6-3.2		yellow-green	linear-obovate, oblanceolate, triangular, narrowly triangular			0.5	1.8		forest slopes	1000-4000	Original				0.608695652
Rhodiola_heterodonta	1	0	<=40		1.2-2.5	1-1.5	triangular-ovate, pentagonal-ovate, broadly pentagonal-ovate	compact corymbiform	4	3			linear	4	1.8-4.5		yellowish, greenish-white	narrowly rhombic-elliptic, oblong, linear 	8		<=0.6	1.2-15	summer	Slopes, sides of ravines, glacial rocks	2800-4700	Original				0.782608696
Rhodiola_himalensis	1	0	<=50		0.6-2	0.25-0.7	oblong-oblanceolate, narrowly elliptic	corymbiform	4-5	1.5-2			narrowly triangular	4-5	2.5-4.5		dark red-purple	oblong-ovate, narrowly oblong-ovate	8-10	2-3	0.5	2.5-3	spring, summer	Forests, scrub, slopes	3700-4200	Original				0.826086957
Rhodiola_hobsonii	1	0	7-12	0.7-1	0.6-1.5	0.2-0.45	spatulate, trullate, narrowly oblong-ovate	cymes	5	5	2		triangular-lanceolate, ovate-lanceolate	5	5.5-7.6		pink	lanceolate, oblong-elliptic	10	4-7.5	1.2-2	1-1.3	summer	Forests, thickets, rock crevices	2600-4100	Original				0.913043478
Rhodiola_humilis	1	0	2-3	0.8-1.8	0.45-0.95	0.09-0.23	linear-ovate, linear-elliptic	solitary, corymbs	5	3	1.5		ovate-oblong	5	5-6.5		white	oblong-ovate, ovate	10		0.5-1.7		fall	Alpine meadows	3900-4500	Original				0.826086957
Rhodiola_imbricata	1	0	<=30		2-3	0.3-0.7	oblanceolate, narrowly elliptic			3-4			linear, subulate		5-6.5			oblanceolate, oblong-obovate				1.5	summer			Original				0.52173913
Rhodiola_integrifolia	1	0	5-30		0.5-2(-3) 	0.2-1.3	oblanceolate, oblong-obovate	corymbs	4-5	1.5-3			lanceolate, ovate	4-5	2.4-4(-4.3)		purplish-red, crimson	narrowly spatulate, linear-subulate	8-10		0.7-1	1.4-2.3	spring, summer	Cliffs and rocky slopes, alpine meadows, tundra	0-2000(-4000)	Original				0.782608696
Rhodiola_ishidae	1	0	7-25		1.5-5	0.4-1	linear-oblanceolate, oblanceolate		4	1.5-3			oblong, oblong-subulate	4	2.2-4		greenish-yellow	linear, oblong		3.6-4.5	1-2	2.5-2.7				Original				0.695652174
Rhodiola_kaschgarica	1	0	<=8		0.3-1	0.1-0.2	oblong, linear-lanceolate	corymbiform, subcapitate	4-5	2-3			linear	4-5	3-4		golden yellow	oblong-lanceolate	8-10			1.5	summer	Rocks	2600-3200	Original				0.739130435
Rhodiola_kirilowii	1	0	25-80		4-5	0.3-0.5	linear, linear-lanceolate	corymbiform	4-5	1.5-3			linear, oblong, triangular	4-5	2.5-5		pale yellow-green	ovate, narrowly oblong	8-10		0.5	1.5	spring, summer, fall	Forest margins, grassy slopes, often in partial shade	2000-5600	Original				0.782608696
Rhodiola_liciae	1	0	5-25		1.5-8	0.2-2.3	orbicular, widely obovate	corymbiform	5	4-6	1.2-2		ovate-triangular	5	6-7.5	1.1-1.3	white, pale greenish	narrowly oblong-lanceolate	10	5-6.5	3	1.3-1.4	summer, fall	Rocks on slopes	2400	Original				0.913043478
Rhodiola_linearifolia	1	0	25-80		4-5	0.3-0.5	linear, linear-lanceolate	corymbiform	4-5	1.5-3			linear, oblong, triangular	4-5	2.5-5		pale yellow-green	ovate, narrowly oblong	8-10		0.5	1.5	spring, summer, fall	Forest margins, grassy slopes, often in partial shade	2000-5600	Original				0.782608696
Rhodiola_litwinowii	1	0	<=17		1-1.5	0.3-0.5	elliptic		4-5	3		yellow	lanceolate	4-5	4		yellow	lanceolate	8-10	4		1.5-2	summer		<=3200	Original				0.782608696
Rhodiola_macrocarpa	1	0	<=50		2-4.5	0.4-1.1	obtrullate, linear-oblanceolate	corymbiform	5	4-5			linear, narrowly linear	5	3.2-5.5		pale yellowish-green	elliptic, subulate	10	6-8	2	1.3-2.5	summer, fall	Rocks on slopes	2900-4300	Original				0.826086957
Rhodiola_nepalica	1	0	10-30		1-4.5	0.6-1.5	narrowly elliptic, lanceolate			4-5.5			linear, linear-subulate		8-15		white	narrowly elliptic, narrowly lanceolate		8-15			summer, fall			Original				0.565217391
Rhodiola_nobilis	1	0	4-7		0.6-1	0.16-0.25	narrowly oblong, linear-oblanceolate		4	2.3-2.5 	1.3-1.5		lanceolate-triangular	4	4-6	1.5-1.7	white, pinkish	oblong, broadly oblong	8	4		2.8-3	summer	Thickets, grassy slopes	3700-4500	Original				0.826086957
Rhodiola_ovatisepala	1	0	5-25	1.5	1.5-8	0.2-2.3	ovate, oblong-obovate	cymes	5	1			ovate-triangular	5	6-7.5	1.1-1.3	greenish-white	narrowly oblong-lanceolate	10	5-6.5	1		summer, fall	Moss-covered tree trunks, rocks	2700-4200	Original				0.869565217
Rhodiola_pachyclados	1	0	2-3	0.1-0.12	0.4-1	0.16-0.6	broadly oblong-obovate, obovate, narrowly obovate, spatulate-obovate			3.6-4			oblong-ovate		6-7		reddish	oblong-spatulate, oblanceolate			1.5-2		winter			Original				0.608695652
Rhodiola_pamiroalaica	1	0	<=25		0.7-1.5	0.15-2	linear, lanceolate	corymbiform-paniculate	5(-6)	2		greenish-yellow	lanceolate, linear	5(-6)	4		pale yellow	lanceolate, linear	10-12			2	summer	Valley slopes, rock crevices in ravines	2400-2800	Original				0.782608696
Rhodiola_papillocarpa	1	0	30-100		1.9-4.4	0.4-1.1	narrowly oblong, linear	cymose-paniculate	5	3				5	0.6-3.2		yellow-green	linear-obovate, oblanceolate, triangular, narrowly triangular	10		0.5	1.8	summer	Slopes	2900-4000	Original				0.739130435
Rhodiola_prainii	1	0	<=3		2-6 	2.5-4	oblong-elliptic, broadly elliptic, ovate	corymbiform	5	2.5-3.5(-4)			narrowly triangular-ovate, suboblong-triangular	5	 4-6.3	2-3	pale pink, greenish-white	ovate	10		0.6		summer	Rocks in broad-leaved forests in valleys, rock crevices at bases of mountains	2200-4300	Original				0.782608696
Rhodiola_primuloides	1	0	3-5	0.4-0.7(-0.8)	0.2-0.5	0.09-0.5	broadly elliptic, orbicular, rhombic-ovate, oblong, narrowly obovate		5	2.5-5  	0.7-1.5		lanceolate, ovate-lanceolate	5	5-6.5		white	broadly ovate, obovate, broadly elliptic	10	4-5	1-1.5	0.5-1	summer, fall	Rocks on slopes	2500-4400	Original				0.869565217
Rhodiola_purpureoviridis	1	0	15-40		2.5-4	0.3-1.2	narrowly oblong, lanceolate	corymbiform	5	1-2.5			linear-lanceolate	5	1-4.5		pale yellow-green	linear-spatulate, narrowly oblong-spatulate, subulate, narrowly triangular	10	2.5-3.5	0.5	1.6-1.8	summer	Forests or forest margins, grassland near streams, stony places on grassy slopes	2500-4100	Original				0.826086957
Rhodiola_quadrifida	1	0	6-9		0.5-1.2	0.08-0.15	linear-elliptic, very narrowly oblong, linear-lanceolate	cymes, corymbiform	4	3		green	linear-lanceolate	4	2.7-3		white, yellow	oblong-obovate	8	2.7-3		1.8-2	spring, summer	alpine and arctic regions, stony slopes and rocks	2300-3700	Original				0.826086957
Rhodiola_recticaulis	1	0	<=15		0.8-1	0.02-0.03	ovate, oblong-ovate	corymbiform	4	2		red	elliptic	4	4		yellow	oblong-elliptic	8			2	summer, fall	Rock crevices on mountain slopes	3800-4600	Original				0.782608696
Rhodiola_rhodantha	1	0	<=40		1.4-2.8	0.4-0.7	elliptic-oblanceolate, oblong	spicate	4-5	7-8			lanceolate	4-5	9-12		pink, white	oblanceolate-oblong				1.9	summer	Wet meadows, stream banks, rockfields, rock crevices	2000-4200	Original				0.695652174
Rhodiola_rosea	1	0	5-50		(0.4-)1-3(-4)	(0.3-)0.6-1.7(-2)	oblong, obovate, oblanceolate, ovate	corymbiform	4(-5)	1-2.5			linear-oblong, lanceolate	(0-)4(-5)	2.2-3(-3.5)		yellow-green	linear, narrowly oblong, linear-subulate	8(-10)		0.7-1	1.2-1.4	spring, summer	Moist, rocky ledges and talus of coastal cliffs in the north and of north-facing cliffs	0-1900	Original				0.782608696
Rhodiola_sachalinensis	1	0	6-30		0.7-4 	0.4-0.9	oblong-rhombic, oblong-lanceolate	cymes	4(-5)	1-3			lanceolate-linear	4(-5)	2.2-3(-3.5)		yellow-green	linear, narrowly oblong, linear-subulate	8		0.7-1	1.2-1.4	spring, summer	Forested slopes, gravel slopes, alpine tundra	1600-2500	Original				0.782608696
Rhodiola_sacra	1	0	5-25		1.5-8	0.2-2.3	ovate, oblong-obovate	corymbiform	5	3.5-5	1.2		lanceolate-triangular	5	5-7	1.1-2	white, pale green 	oblanceolate	10	5-6.5			summer	Rock crevices on slopes	2700-4600	Original				0.826086957
Rhodiola_semenovii	1	0	<=60		3-7	0.2-0.4	linear	racemes	4-5	5			linear	4-5	10-12		white, pinkish	lanceolate	8-10	10-12		1	summer	Beside water	1800-2900	Original				0.782608696
Rhodiola_serrata	1	0	25-60		7-13	2.5-4.5	oblong, linear-oblanceolate	cymose	4-6	1			narrowly oblong, subulate	4-6	2-3		greenish-yellow	oblanceolate, linear-oblanceolate, linear	10-12	2.2-2.6	0.5-0.7		summer	Forested slopes, field borders, beside trails near field borders	3300-3800	Original				0.782608696
Rhodiola_sexifolia	1	0	5-25		1.5-8	0.2-2.3	ovate, oblong-obovate	corymbiform	5	3.5	1-1.3		linear	5	6-7.5	1.1-1.3	pale greenish, white	narrowly oblong-lanceolate	10	5-6.5		1		Rocks in Picea forests, slopes	3500-4100	Original				0.826086957
Rhodiola_sherriffii	1	0	<=30		1-3	0.2-0.7	oblanceolate, narrowly oblong	cymes		3-4.5			narrowly oblong	5	4-6	1-1.5	greenish-yellow, reddish	oblong-oblanceolate	10		0.5	3.5-4.2		Thickets, grassy slopes, moist places, rocks	4000-5000	Original				0.739130435
Rhodiola_sinuata	1	0	15-30		1.5-3.5	0.15-1(-2)	narrowly oblanceolate, linear-oblanceolate	corymbiform	5	3			narrowly triangular-linear	5	7-11(-12)		white	lanceolate, elliptic	10	4-5			summer, fall	Rock crevices on slopes, scree slopes	3200-4300	Original				0.739130435
Rhodiola_smithii	1	0	2-5	0.6-3.5 	0.45-1.4	0.11-0.35	triangular-ovate, triangular-suborbicular, linear-elliptic, linear-ovate	corymbiform	5	2.5-4 	1-1.8		lanceolate	5	3.7-6.25	1.4-2	pink	linear-ovate	10	1.5-6	1.4-2	1.3	summer, fall	sandy grasslands, gravely places, rock crevices	4000-5000	Original				0.956521739
Rhodiola_stapfii	1	0	<=3	0.2-0.35	0.8-1.5	0.4-0.7	ovate, oblong-ovate	corymbose cymes	5	2.5-3.5			linear-triangular, narrowly triangular	5	 2.2-3.1	1-1.8	white	narrowly oblong, narrowly oblong-ovate			0.8-1	0.85-1	summer, fall	Grassland slopes	2900-5000	Original				0.826086957
Rhodiola_stephanii	1	0	10-25		2.5-4	0.6-1.2	oblanceolate, broadly oblanceolate		4-5	3-4			linear	4-5	5-6.5		white	oblong-lanceolate, oblong-ovate	8-10	3.5-4.4		1.8	summer			Original				0.739130435
Rhodiola_subopposita	1	0	<=30		2	1	ovate, broadly elliptic	cymes	5				oblong	5			yellow 	oblong	10				summer	Rocks in alpine areas	3800-4100	Original				0.608695652
Rhodiola_tangutica	1	0	<=14		0.5-1	0.1-0.2	linear, linear-lanceolate	corymbiform	5	 2.5-3.5	0.5-0.7		linear-oblong	5	3-5		pinkish	linear-lanceolate	10	2.5		<=1	spring, summer	Rock crevices in alpine areas, beside water	2100-4700	Original				0.826086957
Rhodiola_tibetica	1	0	7-25		0.5-1.2	0.25-0.4	narrowly oblong, oblong-ovate	corymbiform	5	1			suboblong	5	2.3-3.2		purplish-red	oblong, narrowly oblong	10			1.7-2.7	summer	Stony slopes on sides of ravines	4100-5400	Original				0.739130435
Rhodiola_tieghemii	1	0	8-11	1.5-2	1-3	0.5-2.5	oblong	corymbiform	5	6			triangular-linear	5	5.5-8.5 	2.5-4.3		narrowly oblong, elliptic	10	2.5-6	1.5		fall			Original				0.826086957
Rhodiola_tsuiana	1	0	5-25		1.5-8	0.2-2.3	ovate, oblong-obovate								5-7	1.1-2	white, pale greenish	oblanceolate		5-6.5			summer, fall			Original				0.52173913
Rhodiola_wallichiana	1	0	15-30		1.2-3	0.12-0.6	linear, narrowly lanceolate	corymbiform	5	3-8			linear	5	7-11		pale greenish, yellowish-white	narrowly elliptic, linear	10	0.08-0.12			summer, fall	Forests, rocks on slopes	2500-3800	Original				0.739130435
Rhodiola_yunnanensis	1	0	30-100		2-14	1.2-6.8	ovate, oblong-ovate, rhombic-ovate	cymose-paniculate	4-5	0.5-1			linear-lanceolate, lanceolate	4-5	0.6-3.2		yellow-green	linear-obovate, oblanceolate, triangular, narrowly triangular			0.5	1.8	summer	Forests on slopes	1000-4000	Original				0.739130435
Rhodoleia_championii	0	0	<=1200	3-3.5	7-16	4.5-10.5	ovate, broadly ovate		0					2-5	25-35(-40)	4-8	red	spatulate	7-11	25-35(-40)	15-22	3.5-5.5	winter, spring, summer	Forests, [Malesiana:] Primary rainforest, rarely in secondary growths	330-2000	Original				0.782608696
Rhodoleia_henryi	0	0	<=1500	5	11	3-6	ovate-elliptic		0					2-5	30	6	dark red	spatulate	7-9	30	1.8-2		spring	Slopes in evergreen forests	2000-2450	Original				0.739130435
Ribes_aciculare	0	0	<=100	<=3	1.5-3 	3-5	broadly ovate, suborbicular	racemes	(4-)5	5-6		greenish-white, yellowish, pinkish	oblong, spatulate	(4-)5	2-3.5		white	obovate	(4-)5				spring, summer	Forest margins, thickets, rocky slopes	1500-2100	Original				0.782608696
Ribes_acuminatum	0	0	<=450	<=6	5-10	4-10	broadly ovate, circular	racemes		2-3		green, red, red-brown	oblong					orbicular					spring, summer	Shrubby areas, evergreen and mixed forest, sometimes epiphytic	1800-3600	Original		epiphytic sometimes		0.565217391
Ribes_affine	0	0	100-400	1.4-5.2	2.8-6.8	2.7-6.8	broaldy ovate, orbicular	racemes		2-3	1		ovate, oblong		2			suborbicular, orbicular					winter, spring	Calciphyle, temperate climate, mesophytic woods of mountains, pine-oak woods, Abies woods	1900-3000	Original				0.608695652
Ribes_alpestre	0	0	100-300	2-3.5	1.5-3	2-4	broadly ovate	racemes	(4-)5	5-7		greenish, red-brown, pink	oblong, ligulate	(4-)5	2.5-3.5		white	elliptic, oblong, obovate	(4-)5	4-5			spring, summer	Undergrowth of sparse forests on sunny slopes, forest margins, grasslands in ravines, river banks	1000-3900	Original				0.826086957
Ribes_alpinum	0	0	100-300		2-6	3-6.5		racemes	5				elliptical	5					5							Original				0.434782609
Ribes_altissimum	0	0	(100-)200-300	3-5	3-6		suborbicular	racemes	(4-)5	1.5-2.5		yellowish	subligulate, narrowly obovate	(4-)5	0.8-1.5			subflabellate, obovate	(4-)5				summer	Coniferous or mixed forests and forest margins on mountain slopes	<=2000	Original				0.695652174
Ribes_amarum	0	0	100-200	2-4	2-4		roundish	solitary, racemes		7-8		maroon	lanceolate		2-5		pinkish-white	oblong		4-10	12-20		winter, spring	Chaparral, montane coniferous forest	0-2100	Original				0.695652174
Ribes_americanum	0	0	100-200	2-5	2.5-6	3-7(-8)	broadly ovate, suborbicular	racemes	(4-)5	4.5-5		yellowish-white	narrowly oblong-spatulate, suboblong	(4-)5	2.5-4.5		yellowish-white	ligulate	(4-)5		6-8		spring	Forests along river banks in mountain regions, grasslands	50-1700	Original				0.826086957
Ribes_aureum	0	0	100-300	(0.4-)1-3(-4.8)	(1-)1.6-3.6(-5.7)	3-5	broadly deltate-ovate, obovate	racemes		5-8		golden yellow	oblong-elliptic		2-3(-4)		yellow, orange	oblong-obovate			(8.5-)9.8-12.5		spring, summer	Moist banks, forests	0-3000	Original				0.695652174
Ribes_binominatum	0	0	10-100	2-5	2-5		suborbiculate	racemes		4-6		greenish-white, green	lanceolate		2-3		white, pink	oblong			2-4		spring, summer	Montane and subalpine forests; of conservation concern	1000-2600	Original				0.652173913
Ribes_bracteosum	0	0	100-400	2-10	(1.5-)2-10(-22)		ovate	racemes		3-5		brownish-purple, greenish, white	ovate-lanceolate, oblong-lanceolate		1		white	cuneate-flabelliform			1		winter, spring, summer	Stream banks, moist woods, floodplains, shorelines, thickets, avalanche tracks	0-1700	Original				0.652173913
Ribes_burejense	0	0	100-150(-200)	1.5-3	1.5-4 	1.5-5	broadly ovate	axillary, solitary, racemes	(4-)5	6-7		brown, reddish-brown	oblong, spatulate	(4-)5	4-5		white, pinkish	oblong, spatulate	(4-)5				spring, summer	Coniferous, broad-leaved, and mixed forests, forest margins, thickets and stream banks in mountain regions	900-2300	Original				0.782608696
Ribes_californicum	0	0	60-140	0.5	1-3		roundish	solitary, racemes		6-8		reddish-green	deltate-ovate		2-4		white	oblong		4-16	8-10		winter, spring	Forest openings, woodlands	0-800	Original				0.695652174
Ribes_cereum	0	0	20-200	(0.3-)0.6-1.2(-2.8)	(0.5-)1-2(-4)	1-4	subreniform, broadly cuneate-flabellate	solitary, racemes		1-3.2		greenish-white, white, pink	deltate-ovate		1-2.1		white, pink	orbiculate, flabellate			7.5-11.5		spring, summer	Open forests, dry shrublands, rocky slopes, cliffs	100-4000	Original				0.695652174
Ribes_ciliatum	0	0	150-600	0.8-2.5	1.8-4	2-4.5	triangular-ovate	racemes		1.5-4		pale green, white			1.5-2.5	3-4	greenish-white, cream	obovate, spatulate	5	3	8-10				2900-4100	Original				0.739130435
Ribes_cucullatum	0	0			1.5	1.2								0												Original				0.217391304
Ribes_cuneifolium	0	0			1.5-2		cuneate	racemes				red		0												Original				0.304347826
Ribes_curvatum	0	0	50-300	1-2.5	1-3		roundish	solitary, racemes		7.5-9		white	oblanceolate		1.2-2		white	rhombic		4.8-10	8-11		spring	Rich, deciduous woods	200-800	Original				0.695652174
Ribes_cynosbati	0	0	50-150	1-3	1.7-5		pentangular	solitary, corymbs		1.5-4		greenish	oblong		1-2.5		white	obovate		>=1	4.5-7		spring, summer	Rich hardwoods and conifer-hardwoods, rocky slopes, boulderfields, heath balds	100-2100	Original				0.695652174
Ribes_densiflorum	0	0			2.3		orbicular, ovate	racemes				greenish														Original				0.260869565
Ribes_diacanthum	0	0	50-200	1-2	1.5-3.5		ovate, obovate	racemes		1.5-2		greenish	ovate		0.5-1		greenish-yellow	cuneate-orbiculate			0.5		spring, summer	Disturbed areas	400-500	Original				0.652173913
Ribes_divaricatum	0	0	100-300	1-3	2-3.5		roundish, subreniform	solitary, racemes		4-6		red, reddish, purplish-green	narrowly oblong-deltate		2-3		white	cuneate-lunate, obovate		5-10.5	8-11		spring	Stream-sides, woods, open forests, edges of meadows, thickets, roadsides, fencerows	0-600	Original				0.695652174
Ribes_dugesii	0	0	200	0.7-3	1.6-8	2-9	ovate, ovate-circular	racemes		4-5		white, greenish-white	oblong		3		white	suborbicular		2			spring	Oak woods, secondary vegetation	2150-2600	Original				0.695652174
Ribes_echinellum	0	0	70-150	<=3	1-3		obovate, rotund	solitary, racemes		5-7		cream	oblong-rounded		2-3		white	narrowly oblong, narrowly oblanceolate		8-15	10-20		spring	Rich woods	50-200	Original				0.695652174
Ribes_erythrocarpum	0	0	10-20	3-5	2.5-5		angular-orbiculate	racemes		1.5-3			oblong-rounded		1-1.2		yellow-tinged, salmon-tinged	broadly spatulate		1-1.2	1		spring, summer	Mountain forests, glades, rocky slopes; of conservation concern	1100-2300	Original				0.652173913
Ribes_fasciculatum	0	0	<=100	2-3.5	2-6(-7)	2.5-6(-9)	broadly ovate	capitula	5	2.5		yellowish-green	broadly linear		0.7			spatulate	5			3.5	spring	Rare in montane region		Original	dioecious			0.739130435
Ribes_formosanum	0	0	<=200	1-2	1.5-2		suborbicular		(4-)5	7-9			oblong, elliptic	(4-)5					(4-)5				spring, summer	Coniferous or mixed forests	2500-3800	Original				0.52173913
Ribes_giraldii	0	0	200-300	0.8-2	1.5-3		broadly ovate, suborbicular	racemes	(4-)5	3-4		yellowish-green	obovate-elliptic, ligulate	(4-)5	1-1.5			obovate, subligulate	(4-)5				spring	Thickets on slopes, ravines, roadsides		Original				0.695652174
Ribes_glaciale	0	0	<=1000	1.5-2.5	3-5	2-4.5	broadly ovate	racemes	(4-)5	2		red, red-brown	oblong-ligulate	(4-)5				spatulate, flabellate	(4-)5				spring, summer	Scrub, open coniferous and mixed woodland, secondary forest, often hanging from rocks or boulders	2700-4000	Original	dioecious			0.695652174
Ribes_glandulosum	0	0	50-100	3-7	3-8		pentangular	racemes		1.5-2.5		white, pink	oblong-obovate		0.5-1.5		pinkish	cuneate, flabellate		>=0.5	1.5		spring, summer	Conifer and conifer-hardwood swamps, wet woods, spruce-fir forests, montane thickets, krummholz, seeps, boulder fields, clearings, roadsides	0-2100	Original				0.695652174
